domain,bias_score,factually_questionable_flag,propaganda_flag,conspiracy_flag,hate_group_flag,satire_flag
darientimes.com,0,0,0,0,0,0
darkjournalist.com,NaN,1,0,1,0,0
davidicke.com,3,1,0,1,0,0
davidwolfe.com,NaN,1,0,1,0,0
dawn.com,-1,0,0,0,0,0
daytondailynews.com,0,0,0,0,0,0
dc-chronicle.com,2,0,0,0,0,0
dcalert.com,3,1,0,0,0,0
dcbluedot.com,-3,1,0,0,0,0
dccircuitbreaker.org,0,0,0,0,0,0
dcclothesline.com,3,1,0,0,0,0
dcdirtylaundry.com,3,1,0,0,0,0
dcreport.org,-1,0,0,0,0,0
dcstatesman.com,2,0,0,0,0,0
dcwhispers.com,2,0,0,0,0,0
deadline.com,-1,0,0,0,0,0
deadspin.com,-2,0,0,0,0,0
deadstate.org,-2,0,0,0,0,0
deathandtaxesmag.com,-2,0,0,0,0,0
debatepost.com,2,0,0,0,0,0
debka.com,3,1,0,0,0,0
debunkingdenialism.com,-1,0,0,0,0,0
debunkingskeptics.com,NaN,1,0,1,0,0
deccanchronicle.com,1,0,0,0,0,0
deccanherald.com,-1,0,0,0,0,0
deepleftfield.info,-3,1,0,0,0,0
deepsouthvoice.com,-2,0,0,0,0,0
defconwarningsystem.com,0,0,0,0,0,0
defenddemocracy.org,2,0,0,0,0,0
defendevropa.org,3,1,0,0,1,0
defensemaven.io,2,0,0,0,0,0
defensenews.com,0,0,0,0,0,0
defenseone.com,0,0,0,0,0,0
defiantamerica.com,3,1,0,0,0,0
delawareonline.com,-1,0,0,0,0,0
delcotimes.com,-1,0,0,0,0,0
delrionewsherald.com,0,0,0,0,0,0
democracy21.org,-1,0,0,0,0,0
democracychronicles.org,-2,0,0,0,0,0
democracyguardian.com,-2,0,0,0,0,0
democracynow.org,-2,0,0,0,0,0
democratandchronicle.com,-1,0,0,0,0,0
democratherald.com,0,0,0,0,0,0
democratichub.com,-2,0,0,0,0,0
democraticunderground.com,-2,0,0,0,0,0
democrats.org,-3,1,0,0,0,0
demos.org,-1,0,0,0,0,0
dentonrc.com,0,0,0,0,0,0
denverpost.com,-1,0,0,0,0,0
deplorablekel.com,3,1,0,0,0,0
derfmagazine.com,NaN,0,0,0,0,1
deseret.com,1,0,0,0,0,0
deseretnews.com,1,0,0,0,0,0
desertsun.com,0,0,0,0,0,0
deshabhimani.com,-2,0,0,0,0,0
desmogblog.com,-2,0,0,0,0,0
desmoinesregister.com,0,0,0,0,0,0
detroitnews.com,0,0,0,0,0,0
differencebetween.net,0,0,0,0,0,0
digg.com,-1,0,0,0,0,0
digifection.com,3,1,0,0,0,0
digitaljournal.com,0,0,0,0,0,0
diplomaticourier.com,0,0,0,0,0,0
diply.com,-1,0,0,0,0,0
disclose.tv,NaN,1,0,1,0,0
discovermagazine.com,0,0,0,0,0,0
discoverthenetworks.org,3,1,0,0,1,0
discovery.org,NaN,1,0,1,0,0
discoverytheword.com,-3,1,0,0,0,0
disobedientmedia.com,NaN,1,0,1,0,0
dispatch.com,1,0,0,0,0,0
dissentmagazine.org,-2,0,0,0,0,0
diversityinc.com,-1,0,0,0,0,0
dmlnews.com,2,0,0,0,0,0
doctoroz.com,NaN,1,0,1,0,0
doctorswithoutborders.org,0,0,0,0,0,0
doubtfulnews.com,0,0,0,0,0,0
downsizinggovernment.org,1,0,0,0,0,0
downtrend.com,3,1,0,0,0,0
dpa-international.com,0,0,0,0,0,0
draxe.com,NaN,1,0,1,0,0
drudge.com,-2,0,0,0,0,0
drudgereport.com,1,0,0,0,0,0
duffelblog.com,NaN,0,0,0,0,1
duhprogressive.com,NaN,0,0,0,0,1
dukechronicle.com,0,0,0,0,0,0
duluthnewstribune.com,0,0,0,0,0,0
durangoherald.com,1,0,0,0,0,0
dutchdailynews.com,-1,0,0,0,0,0
dutchreview.com,-1,0,0,0,0,0
dworkinreport.com,-2,0,0,0,0,0
eaglerising.com,3,1,0,0,0,0
eagletribune.com,0,0,0,0,0,0
earthfirstjournal.org,-2,0,0,0,0,0
earthjustice.org,-1,0,0,0,0,0
earthmagazine.org,0,0,0,0,0,0
earthpulse.com,NaN,1,0,1,0,0
earthsky.org,0,0,0,0,0,0
eastbaytimes.com,-1,0,0,0,0,0
ebar.com,-2,0,0,0,0,0
ecfr.eu,-1,0,0,0,0,0
ecology.news,NaN,1,0,1,0,0
econofact.org,-1,0,0,0,0,0
economicpolicyjournal.com,2,0,0,0,0,0
economicshelp.org,-1,0,0,0,0,0
economictimes.indiatimes.com,3,1,0,0,0,0
economist.com,0,0,0,0,0,0
ecowatch.com,-2,0,0,0,0,0
edge.org,0,0,0,0,0,0
edition.cnn.com,-2,0,0,0,0,0
edmontonjournal.com,1,0,0,0,0,0
edmontonsun.com,1,0,0,0,0,0
educate-yourself.org,3,1,0,1,0,0
educateinspirechange.org,NaN,1,0,1,0,0
eff.org,-1,0,0,0,0,0
egbertowillies.com,-2,0,0,0,0,0
egyptianstreets.com,-1,0,0,0,0,0
egypttoday.com,2,0,0,0,0,0
ejinsight.com,0,0,0,0,0,0
electoral-vote.com,-2,0,0,0,0,0
electronicintifada.net,-2,0,0,0,0,0
elisabethparker.com,-2,0,0,0,0,0
elitedaily.com,-2,0,0,0,0,0
elkharttruth.com,1,0,0,0,0,0
elnuevodia.com,0,0,0,0,0,0
elpais.com,-1,0,0,0,0,0
elpasotimes.com,-1,0,0,0,0,0
eluxemagazine.com,NaN,1,0,1,0,0
emirates247.com,3,1,1,0,0,0
empirenews.net,NaN,0,0,0,0,1
empiresports.co,NaN,0,0,0,0,1
emptywheel.net,-1,0,0,0,0,0
en-volve.com,3,1,1,0,0,0
en.bbarta24.net,0,0,0,0,0,0
en.farsnews.com,-3,1,1,0,0,0
en.hawarnews.org,-3,1,1,0,0,0
en.mehrnews.com,3,1,1,0,0,0
en.mercopress.com,0,0,0,0,0,0
en.metapedia.org,3,1,0,0,0,0
en.newsner.com,NaN,1,0,0,0,0
en.radiovaticana.va,3,1,0,0,0,0
en.wikinews.org,0,0,0,0,0,0
encyclopediadramatica.rs,NaN,0,0,0,0,1
endthefed.org,3,1,0,0,0,0
endtimeheadlines.org,NaN,1,0,1,0,0
enduringvision.com,NaN,0,0,0,0,1
energycitizens.org,2,0,0,0,0,0
eng.majalla.com,3,1,1,0,0,0
engadget.com,-1,0,0,0,0,0
english.ahram.org.eg,1,0,0,0,0,0
english.alarabiya.net,3,1,1,0,0,0
epi.org,-1,0,0,0,0,0
epnewsleader.com,2,0,0,0,0,0
eppc.org,1,0,0,0,0,0
eptrail.com,0,0,0,0,0,0
erlc.com,2,0,0,0,0,0
erraticus.co,0,0,0,0,0,0
escapeallthesethings.com,NaN,1,0,1,0,0
esquire.com,-2,0,0,0,0,0
euobserver.com,-1,0,0,0,0,0
euractiv.com,-1,0,0,0,0,0
eurasiagroup.net,-1,0,0,0,0,0
eurasiareview.com,0,0,0,0,0,0
eurekalert.org,0,0,0,0,0,0
euronews.com,0,0,0,0,0,0
eutimes.net,NaN,1,0,1,0,0
eveningharold.com,NaN,0,0,0,0,1
everycrsreport.com,0,0,0,0,0,0
everydayfeminism.com,-2,0,0,0,0,0
everydayhealth.com,0,0,0,0,0,0
everytownresearch.org,-3,1,0,0,0,0
evil.news,3,1,0,0,0,0
evolutionnews.org,NaN,1,0,1,0,0
evonomics.com,-2,0,0,0,0,0
ew.com,-1,0,0,0,0,0
ewao.com,NaN,1,0,1,0,0
ewg.org,NaN,1,0,1,0,0
examine.com,0,0,0,0,0,0
explainlife.com,3,1,1,0,0,0
exposinggovernment.com,3,1,0,0,0,0
exposingtruth.com,-1,0,0,0,0,0
express.co.uk,2,0,0,0,0,0
expressen.se,1,0,0,0,0,0
expressnews.com,-1,0,0,0,0,0
extranewsfeed.com,-2,0,0,0,0,0
eyeofthetiber.com,NaN,0,0,0,0,1
factcheck.org,0,0,0,0,0,0
factcheckingturkey.com,3,1,1,0,0,0
factmyth.com,-1,0,0,0,0,0
factsandlogic.org,2,0,0,0,0,0
factscan.ca,0,0,0,0,0,0
factswanted.com,3,1,0,0,0,0
factwire.org,0,0,0,0,0,0
fair.org,-1,0,0,0,0,0
fairobserver.com,0,0,0,0,0,0
fairus.org,3,1,0,0,1,0
fairvote.org,-1,0,0,0,0,0
faithfamilyamerica.com,1,0,0,0,0,0
faithpanda.com,NaN,1,0,1,0,0
faithwire.com,2,0,0,0,0,0
fakehatecrimes.org,3,0,0,0,1,0
fakenewscodex.com,0,0,0,0,0,0
familysurvivalheadlines.com,NaN,1,0,1,0,0
farleftwatch.com,2,0,0,0,0,0
fas.org,0,0,0,0,0,0
fashthenation.com,3,1,0,0,1,0
fastcompany.com,-1,0,0,0,0,0
fbherald.com,1,0,0,0,0,0
fbnewscycle.com,3,1,0,0,0,0
fcnp.com,-2,0,0,0,0,0
federalistpress.com,3,1,0,0,0,0
federalnewsnetwork.com,0,0,0,0,0,0
federaltimes.com,0,0,0,0,0,0
fedsoc.org,2,0,0,0,0,0
fee.org,1,0,0,0,0,0
fellowshipoftheminds.com,NaN,1,0,1,0,0
feministcurrent.com,-2,0,0,0,0,0
feministfrequency.com,-1,0,0,0,0,0
feministing.com,-2,0,0,0,0,0
ff.org,2,0,0,0,0,0
ff911truthandunity.org,NaN,1,0,1,0,0
ffrf.org,-2,0,0,0,0,0
fibrohealthnews.com,3,1,0,0,0,0
fifthestate.org,-2,0,0,0,0,0
fightforthefuture.org,-1,0,0,0,0,0
fightpp.org,2,0,0,0,0,0
filmingcops.com,-3,1,0,0,0,0
financialexpress.com,1,0,0,0,0,0
firearmsnews.com,1,0,0,0,0,0
firstcoastnews.com,0,0,0,0,0,0
firstdraftnews.org,0,0,0,0,0,0
firstinfreedomdaily.com,2,0,0,0,0,0
firstpost.com,1,0,0,0,0,0
firstthings.com,2,0,0,0,0,0
fitsnews.com,1,0,0,0,0,0
fivethirtyeight.com,0,0,0,0,0,0
flagandcross.com,3,1,0,0,0,0
flake.news,NaN,0,0,0,0,1
fmobserver.com,NaN,0,0,0,0,1
focusonthefamily.com,3,1,0,0,1,0
focustaiwan.tw,-1,0,0,0,0,0
followthemoney.org,0,0,0,0,0,0
foodandwaterwatch.org,-2,0,0,0,0,0
foodbabe.com,NaN,1,0,1,0,0
foodmatters.com,NaN,1,0,1,0,0
forbes.com,0,0,0,0,0,0
foreignaffairs.com,0,0,0,0,0,0
foreignpolicy.com,0,0,0,0,0,0
foreignpolicyi.org,1,0,0,0,0,0
foreignpolicyjournal.com,-2,0,0,0,0,0
foreignpolicynews.org,-2,0,0,0,0,0
foreverconscious.com,NaN,1,0,1,0,0
fortherightnews.com,3,1,1,0,0,0
fortnightlyreview.co.uk,1,0,0,0,0,0
fortune.com,0,0,0,0,0,0
forward.com,-1,0,0,0,0,0
fosters.com,0,0,0,0,0,0
fox29.com,0,0,0,0,0,0
fox35orlando.com,0,0,0,0,0,0
foxbusiness.com,1,0,0,0,0,0
foxnews.com,2,0,0,0,0,0
fpif.org,-1,0,0,0,0,0
fpri.org,1,0,0,0,0,0
france24.com,0,0,0,0,0,0
francetvinfo.fr,-1,0,0,0,0,0
franklincenterhq.org,1,0,0,0,0,0
frankmag.ca,NaN,0,0,0,0,1
fraserinstitute.org,1,0,0,0,0,0
frc.org,3,1,0,0,1,0
freakonomics.com,-1,0,0,0,0,0
freebeacon.com,2,0,0,0,0,0
freedomadvocates.org,3,1,0,1,0,0
freedomainradio.com,3,1,0,1,0,0
freedomalliance.org,1,0,0,0,0,0
freedomandprosperity.org,2,0,0,0,0,0
freedomcrossroads.com,2,0,0,0,0,0
freedomhouse.org,1,0,0,0,0,0
freedomnews.org.uk,-2,0,0,0,0,0
freedomnewsreport.com,3,1,0,0,0,0
freedomproject.com,3,1,0,0,0,0
freedomworks.org,2,0,0,0,0,0
freep.com,-1,0,0,0,0,0
freepress.org,-2,0,0,0,0,0
freerepublic.com,2,0,0,0,0,0
freespeech.org,-2,0,0,0,0,0
freetelegraph.com,3,1,1,0,0,0
freewestmedia.com,2,0,0,0,0,0
freewheelus.com,0,0,0,0,0,0
fresnobee.com,-1,0,0,0,0,0
friendsofscience.org,NaN,1,0,1,0,0
frnewsreport.com,-2,0,0,0,0,0
fromthetrenchesworldreport.com,3,1,0,1,0,0
front.moveon.org,-3,1,0,0,0,0
frontiersin.org,0,0,0,0,0,0
frontpagelive.com,-2,0,0,0,0,0
frontpagemag.com,2,1,0,0,1,0
ft.com,0,0,0,0,0,0
fullfact.org,0,0,0,0,0,0
fusion.tv,-1,0,0,0,0,0
futurism.com,0,0,0,0,0,0
fwweekly.com,-1,0,0,0,0,0
g-a-i.org,2,0,0,0,0,0
gainesville.com,0,0,0,0,0,0
gao.gov,0,0,0,0,0,0
gatestoneinstitute.org,3,1,0,0,1,0
gawken.com,NaN,0,0,0,0,1
gaystarnews.com,-1,0,0,0,0,0
gazette.com,1,0,0,0,0,0
gazettenet.com,-1,0,0,0,0,0
gbtimes.com,0,0,0,0,0,0
geek.com,0,0,0,0,0,0
gellerreport.com,3,1,0,0,1,0
genengnews.com,0,0,0,0,0,0
geneticliteracyproject.org,0,0,0,0,0,0
geoengineeringwatch.org,NaN,1,0,1,0,0
geologyin.com,NaN,1,0,0,0,0
geopolitics.co,NaN,1,0,1,0,0
geopoliticsalert.com,-2,0,0,0,0,0
getholistichealth.com,NaN,1,0,1,0,0
getreligion.org,2,0,0,0,0,0
ghionjournal.com,-2,0,0,0,0,0
ghost.report,3,1,1,0,0,0
girlsjustwannahaveguns.com,3,1,0,0,0,0
gishgallop.com,NaN,0,0,0,0,1
gizmodo.com,-2,0,0,0,0,0
glamour.com,-1,0,0,0,0,0
globalcitizen.org,-1,0,0,0,0,0
globalhealingcenter.com,NaN,1,0,1,0,0
globalinfotoday.com,3,1,0,0,0,0
globalintegrity.org,0,0,0,0,0,0
globalnews.ca,-1,0,0,0,0,0
globalrealnews.com,-1,0,0,0,0,0
globalresearch.ca,NaN,1,0,1,0,0
globalriskinsights.com,-1,0,0,0,0,0
globalskywatch.com,NaN,1,0,1,0,0
globalslaveryindex.org,0,0,0,0,0,0
globaltimes.cn,-3,1,1,0,0,0
globalvoices.org,-2,0,0,0,0,0
globegazette.com,0,0,0,0,0,0
globemagazine.com,NaN,1,0,0,0,0
gmwatch.org,NaN,1,0,1,0,0
gnews.org,3,1,0,0,0,0
godandscience.org,NaN,1,0,1,0,0
godfatherpolitics.com,3,1,0,0,0,0
godlikeproductions.com,NaN,1,0,1,0,0
goerie.com,0,0,0,0,0,0
gomerblog.com,NaN,0,0,0,0,1
good.is,-2,0,0,0,0,0
goodgopher.com,3,1,0,0,0,0
goodnewsnetwork.org,0,0,0,0,0,0
goop.com,NaN,0,0,0,0,0
gop.com,3,1,0,0,0,0
gop.gov,3,1,0,0,0,0
gopusa.com,2,0,0,0,0,0
gothamist.com,-1,0,0,0,0,0
gotquestions.org,NaN,1,0,1,0,0
governing.com,-1,0,0,0,0,0
govexec.com,-1,0,0,0,0,0
govtrack.us,0,0,0,0,0,0
govtslaves.com,NaN,1,0,1,0,0
gp.se,1,0,0,0,0,0
gq.com,-2,0,0,0,0,0
grainoftruth.ca,3,1,0,0,1,0
greanvillepost.com,NaN,1,0,1,0,0
greatamericandaily.com,3,1,0,0,0,0
greatamericanpolitics.com,2,0,0,0,0,0
greatamericanrepublic.com,3,1,0,0,0,0
greatfallstribune.com,0,0,0,0,0,0
greeleytribune.com,1,0,0,0,0,0
greenbaypressgazette.com,0,0,0,0,0,0
greenleft.org.au,-2,0,0,0,0,0
greenmedinfo.com,NaN,1,0,1,0,0
greenpeace.org,-3,1,0,1,0,0
greensboro.com,-1,0,0,0,0,0
greentechmedia.com,-1,0,0,0,0,0
greenvillegazette.com,-2,0,0,0,0,0
greenvilleonline.com,0,0,0,0,0,0
grist.org,-1,0,0,0,0,0
gritpost.com,-2,0,0,0,0,0
group30.org,0,0,0,0,0,0
grunge.com,NaN,1,0,0,0,0
guampdn.com,0,0,0,0,0,0
guardianlv.com,-2,0,0,0,0,0
gulagbound.com,3,1,0,1,0,0
gulfnews.com,3,1,0,0,0,0
guns.com,1,0,0,0,0,0
gunviolencearchive.org,-1,0,0,0,0,0
guttmacher.org,-1,0,0,0,0,0
haaretz.com,-2,0,0,0,0,0
haarp.net,3,1,0,1,0,0
halfwaypost.com,NaN,0,0,0,0,1
hamptonroadsmessenger.com,0,0,0,0,0,0
hanfordsentinel.com,0,0,0,0,0,0
hangthebankers.com,3,1,0,0,0,0
hannity.com,3,1,0,0,0,0
harddawn.com,NaN,0,0,0,0,1
harpers.org,-1,0,0,0,0,0
harvardpolitics.com,-1,0,0,0,0,0
hastingstribune.com,0,0,0,0,0,0
hbr.org,0,0,0,0,0,0
hbswk.hbs.edu,-1,0,0,0,0,0
hcn.org,-1,0,0,0,0,0
headlinennews.com,NaN,0,0,0,0,1
headtopics.com,-3,1,0,0,0,0
healingoracle.ch,NaN,1,0,1,0,0
healio.com,0,0,0,0,0,0
health.com,-1,0,0,0,0,0
healthaffairs.org,0,0,0,0,0,0
healthcarefinancenews.com,0,0,0,0,0,0
healthfeedback.org,0,0,0,0,0,0
healthimpactnews.com,NaN,1,0,1,0,0
healthline.com,0,0,0,0,0,0
healthnutnews.com,NaN,1,0,1,0,0
healthy-holistic-living.com,NaN,1,0,1,0,0
healthyandnaturalworld.com,NaN,1,0,1,0,0
healthyfoodhouse.com,NaN,1,0,1,0,0
healthyway.com,-1,0,0,0,0,0
heartland.org,3,1,1,0,0,0
heatst.com,2,0,0,0,0,0
heavy.com,0,0,0,0,0,0
helenair.com,0,0,0,0,0,0
hellochristian.com,3,1,0,1,0,0
helvidius.org,-1,0,0,0,0,0
herald-dispatch.com,0,0,0,0,0,0
herald-review.com,0,0,0,0,0,0
heralddemocrat.com,-2,0,0,0,0,0
heraldnet.com,-1,0,0,0,0,0
heraldnews.com,0,0,0,0,0,0
heraldonline.com,-1,0,0,0,0,0
heraldsun.com,0,0,0,0,0,0
heraldsun.com.au,1,0,0,0,0,0
heraldtribune.com,0,0,0,0,0,0
heritage.org,2,0,0,0,0,0
hermancain.com,2,0,0,0,0,0
heterodoxacademy.org,1,0,0,0,0,0
higherperspectives.com,NaN,1,0,1,0,0
highline.huffingtonpost.com,-1,0,0,0,0,0
hillarybeattrump.org,NaN,0,0,0,0,1
hillreporter.com,-2,0,0,0,0,0
hindustantimes.com,-1,0,0,0,0,0
historynewsnetwork.org,-1,0,0,0,0,0
hoax-slayer.net,0,0,0,0,0,0
hoggwatch.com,3,1,0,0,0,0
hollywoodreporter.com,-1,0,0,0,0,0
home.nra.org,3,1,0,0,0,0
homelandsecuritynewswire.com,0,0,0,0,0,0
honestreporting.com,1,0,0,0,0,0
hoover.org,1,0,0,0,0,0
hopkinsmedicine.org,0,0,0,0,0,0
host.madison.com,0,0,0,0,0,0
hotair.com,2,0,0,0,0,0
house.gov,0,0,0,0,0,0
houstonchronicle.com,0,0,0,0,0,0
howstuffworks.com,0,0,0,0,0,0
howtogeek.com,0,0,0,0,0,0
hpenews.com,1,0,0,0,0,0
hrc.org,-2,0,0,0,0,0
hrw.org,-1,0,0,0,0,0
hs.fi,-1,0,0,0,0,0
hsionline.com,NaN,1,0,1,0,0
hudson.org,2,0,0,0,0,0
huffingtonpost.com,-2,0,0,0,0,0
huffpost.com,-2,0,0,0,0,0
humanevents.com,2,0,0,0,0,0
humanium.org,-1,0,0,0,0,0
humanprogress.org,1,0,0,0,0,0
humansarefree.com,NaN,1,0,1,0,0
hurriyet.com.tr,3,0,1,0,0,0
huzlers.com,NaN,0,0,0,0,1
i24news.tv,0,0,0,0,0,0
ibleedredwhiteblue.com,2,0,0,0,0,0
ibtimes.com,0,0,0,0,0,0
iceagenow.info,NaN,1,0,1,0,0
icenews.is,-1,0,0,0,0,0
icij.org,0,0,0,0,0,0
icitizen.com,0,0,0,0,0,0
icr.org,NaN,1,0,1,0,0
icrw.org,-1,0,0,0,0,0
idahostatesman.com,0,0,0,0,0,0
idsnews.com,0,0,0,0,0,0
iea.org,0,0,0,0,0,0
ifamericaknew.org,-1,0,0,0,0,0
iflscience.com,NaN,1,0,1,0,0
ifstudies.org,2,0,0,0,0,0
iharare.com,-3,1,0,0,0,0
ihatethemedia.com,3,1,0,0,1,0
ihealthtube.com,NaN,1,0,1,0,0
iheartintelligence.com,NaN,1,0,1,0,0
ihr.org,3,1,0,0,1,0
ihypocrite.net,3,1,1,0,1,0
ijr.com,2,0,0,0,0,0
ijreview.com,1,0,0,0,0,0
illegalaliencrimereport.com,3,1,1,0,0,0
illicitinfo.com,3,1,0,0,0,0
illinoispolicy.org,2,0,0,0,0,0
illuminatiwatcher.com,NaN,1,0,1,0,0
ilovemyfreedom.org,3,1,0,0,0,0
imao.us,NaN,0,0,0,0,1
imediaethics.org,0,0,0,0,0,0
imeu.org,-1,0,0,0,0,0
imowired.com,3,1,0,0,0,0
imprimis.hillsdale.edu,2,0,0,0,0,0
inacow.com,2,0,0,0,0,0
inc.com,0,0,0,0,0,0
independent.co.uk,-1,0,0,0,0,0
independent.com,-1,0,0,0,0,0
independent.ie,1,0,0,0,0,0
independent.org,1,0,0,0,0,0
independentaustralia.net,-1,0,0,0,0,0
independentmail.com,0,0,0,0,0,0
independentsciencenews.org,NaN,1,0,1,0,0
independentsentinel.com,2,0,0,0,0,0
indexmundi.com,0,0,0,0,0,0
india.com,1,0,0,0,0,0
indianexpress.com,-1,0,0,0,0,0
indiatimes.com,1,0,0,0,0,0
indiatoday.intoday.in,0,0,0,0,0,0
indypendent.org,-2,0,0,0,0,0
indystar.com,0,0,0,0,0,0
indyweek.com,-1,0,0,0,0,0
inequalitymedia.org,-2,0,0,0,0,0
inews.co.uk,-1,0,0,0,0,0
infiniteunknown.net,NaN,1,0,1,0,0
influencewatch.org,2,0,0,0,0,0
infobae.com,-1,0,0,0,0,0
infogalactic.com,3,1,0,0,0,0
informationclearinghouse.info,NaN,1,0,1,0,0
informationliberation.com,3,1,0,0,0,0
inforum.com,1,0,0,0,0,0
infoscum.com,-3,1,0,0,0,0
infowars.com,2,1,0,1,0,0
inhomelandsecurity.com,1,0,0,0,0,0
inquirer.com,-1,0,0,0,0,0
inquirer.net,-1,0,0,0,0,0
inquisitr.com,-1,0,0,0,0,0
insideclimatenews.org,-1,0,0,0,0,0
insideedition.com,-1,0,0,0,0,0
insidehighered.com,-1,0,0,0,0,0
insidephilanthropy.com,-1,0,0,0,0,0
insider.com,-1,0,0,0,0,0
insidescience.org,0,0,0,0,0,0
insidesources.com,1,0,0,0,0,0
intellectualtakeout.org,2,0,0,0,0,0
intellihub.com,NaN,1,0,1,0,0
international.thenewslens.com,1,0,0,0,0,0
internationalpolicy.org,-1,0,0,0,0,0
internationalviewpoint.org,-2,0,0,0,0,0
interpretermag.com,-1,0,0,0,0,0
inthesetimes.com,-2,0,0,0,0,0
intrepidreport.com,-2,0,0,0,0,0
inverse.com,-1,0,0,0,0,0
investigaterussia.org,-1,0,0,0,0,0
investmentwatchblog.com,NaN,1,0,1,0,0
investopedia.com,0,0,0,0,0,0
investors.com,2,0,0,0,0,0
iop.org,0,0,0,0,0,0
iowaclimate.org,NaN,1,0,1,0,0
iowastartingline.com,-2,0,0,0,0,0
ipatriot.com,2,0,0,0,0,0
ipi.media,0,0,0,0,0,0
ipolitics.ca,-1,0,0,0,0,0
ips-dc.org,-2,0,0,0,0,0
ire.org,0,0,0,0,0,0
irena.org,0,0,0,0,0,0
irinnews.org,-1,0,0,0,0,0
irishtimes.com,-1,0,0,0,0,0
irrawaddy.com,-1,0,0,0,0,0
ispp.org,0,0,0,0,0,0
israelhayom.com,1,0,0,0,0,0
israelislamandendtimes.com,NaN,1,0,1,0,0
israelnationalnews.com,1,0,0,0,0,0
israelvideonetwork.com,3,1,0,0,0,0
issues.org,0,0,0,0,0,0
itep.org,-1,0,0,0,0,0
itsgoingdown.org,-2,0,0,0,0,0
itv.com,1,0,0,0,0,0
ivn.us,0,0,0,0,0,0
iwf.org,2,0,0,0,0,0
iwpr.org,0,0,0,0,0,0
jacksonfreepress.com,-1,0,0,0,0,0
jacksonsun.com,0,0,0,0,0,0
jacksonville.com,0,0,0,0,0,0
jacobinmag.com,-2,0,0,0,0,0
jamestown.org,0,0,0,0,0,0
janes.com,0,0,0,0,0,0
japantimes.co.jp,0,0,0,0,0,0
japantoday.com,-1,0,0,0,0,0
jeffereyjaxen.com,NaN,1,0,1,0,0
jesus-is-savior.com,3,1,0,1,0,0
jesusdaily.com,3,1,0,1,0,0
jewishbreakingnews.com,1,0,0,0,0,0
jewishjournal.com,1,0,0,0,0,0
jewishpolicycenter.org,2,0,0,0,0,0
jewishpress.com,1,0,0,0,0,0
jewishworldreview.com,2,0,0,0,0,0
jezebel.com,-2,0,0,0,0,0
jihadica.com,-1,0,0,0,0,0
jns.org,1,0,0,0,0,0
joeforamerica.com,3,1,1,0,0,0
jointcenter.org,-1,0,0,0,0,0
jordantimes.com,0,0,0,0,0,0
journal.frontiersin.org,0,0,0,0,0,0
journalgazette.net,0,0,0,0,0,0
journalistsresource.org,0,0,0,0,0,0
journalnow.com,0,0,0,0,0,0
journals.sagepub.com,0,0,0,0,0,0
journalstandard.com,0,0,0,0,0,0
journalstar.com,0,0,0,0,0,0
jpost.com,1,0,0,0,0,0
jsonline.com,-1,0,0,0,0,0
jstor.org,0,0,0,0,0,0
jta.org,0,0,0,0,0,0
juancole.com,-2,0,0,0,0,0
jubileemedia.com,0,0,0,0,0,0
judicialnetwork.com,2,0,0,0,0,0
judicialwatch.org,2,1,0,0,0,0
judithcurry.com,3,1,0,1,0,0
junkscience.com,NaN,1,0,1,0,0
justfacts.com,1,0,0,0,0,0
justfacts.votesmart.org,0,0,0,0,0,0
justfactsdaily.com,1,0,0,0,0,0
justicedenied.org,0,0,0,0,0,0
justsecurity.org,-1,0,0,0,0,0
justthefacts.org,3,1,1,0,0,0
justthenews.com,1,0,0,0,0,0
kait8.com,0,0,0,0,0,0
kalw.org,0,0,0,0,0,0
kansas.com,1,0,0,0,0,0
kansascity.com,-1,0,0,0,0,0
kansaspolicy.org,2,0,0,0,0,0
kcna.kp,-3,1,1,0,0,0
kdvr.com,0,0,0,0,0,0
kentucky.com,-1,0,0,0,0,0
kff.org,0,0,0,0,0,0
kfor.com,0,0,0,0,0,0
kmov.com,-1,0,0,0,0,0
knightfoundation.org,-1,0,0,0,0,0
knightstemplarinternational.com,3,1,0,0,1,0
knowherenews.com,0,0,0,0,0,0
knowyourmeme.com,0,0,0,0,0,0
knoxnews.com,0,0,0,0,0,0
koco.com,-1,0,0,0,0,0
koreaherald.com,0,0,0,0,0,0
koreatimes.co.kr,-1,0,0,0,0,0
kotaku.com,-1,0,0,0,0,0
kqed.org,0,0,0,0,0,0
ksl.com,2,0,0,0,0,0
ktla.com,0,0,0,0,0,0
ktuu.com,0,0,0,0,0,0
ktva.com,0,0,0,0,0,0
kuow.org,-1,0,0,0,0,0
kurdistan24.net,-1,0,0,0,0,0
kutv.com,1,0,0,0,0,0
kyivpost.com,-1,0,0,0,0,0
laconiadailysun.com,-1,0,0,0,0,0
ladbible.com,NaN,1,0,0,0,0
ladylibertysnews.com,3,1,0,0,0,0
lamag.com,-1,0,0,0,0,0
lansingstatejournal.com,0,0,0,0,0,0
lapresse.ca,-1,0,0,0,0,0
larknews.com,NaN,0,0,0,0,1
larouchepac.com,3,1,0,1,0,0
lastampa.it,-1,0,0,0,0,0
lastdeplorables.com,3,1,0,0,0,0
lastresistance.com,3,1,0,0,0,0
lasvegassun.com,-1,0,0,0,0,0
latest.com,-2,0,0,0,0,0
latimes.com,-1,0,0,0,0,0
latino.foxnews.com,2,0,0,0,0,0
latintimes.com,-1,0,0,0,0,0
